,index,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary
30660,46316,46316,7622.0,0.71,0.75,3.0,202.0,2.0,1.0,0.0,support,medium
30661,46317,46317,12672.0,0.76,0.84,3.0,260.0,7.0,0.0,0.0,sales,medium
30662,46318,46318,9148.0,0.17,0.65,3.0,264.0,4.0,0.0,0.0,support,low
30663,46319,46319,13581.0,0.64,0.77,3.0,158.0,2.0,0.0,0.0,IT,medium
30664,46320,46320,4632.0,0.65,0.76,6.0,202.0,4.0,0.0,0.0,sales,medium
30665,46322,46322,1501.0,0.38,0.74,2.0,143.0,3.0,0.0,0.0,sales,medium
30666,46323,46323,10346.0,0.65,0.76,4.0,165.0,3.0,0.0,1.0,sales,medium
30667,46324,46324,5033.0,0.63,0.81,4.0,267.0,3.0,0.0,0.0,sales,medium
30668,46325,46325,9361.0,0.09,0.68,6.0,279.0,4.0,0.0,0.0,sales,medium
30669,46327,46327,2485.0,0.11,0.8,7.0,238.0,4.0,0.0,0.0,accounting,high
30670,46328,46328,9765.0,0.92,0.51,3.0,140.0,3.0,1.0,0.0,product_mng,low
30671,46329,46329,4115.0,0.65,0.5,4.0,155.0,3.0,0.0,0.0,marketing,medium
30672,46330,46330,10851.0,0.63,0.73,3.0,197.0,3.0,0.0,0.0,management,medium
30673,46332,46332,4103.0,0.85,0.86,4.0,253.0,6.0,0.0,0.0,marketing,low
30674,46334,46334,9402.0,0.79,0.87,4.0,239.0,2.0,0.0,0.0,marketing,medium
30675,46336,46336,10169.0,0.75,0.63,4.0,244.0,2.0,1.0,0.0,hr,low
30676,46337,46337,14305.0,0.97,0.88,4.0,246.0,3.0,0.0,0.0,technical,high
30677,46338,46338,9006.0,0.64,0.68,4.0,132.0,2.0,0.0,0.0,sales,low
30678,46339,46339,8007.0,0.97,0.78,4.0,199.0,2.0,0.0,0.0,technical,medium
30679,46340,46340,8285.0,0.2,0.68,3.0,194.0,2.0,0.0,0.0,support,high
30680,46342,46342,12393.0,0.92,0.86,6.0,203.0,6.0,0.0,0.0,product_mng,low
30681,46343,46343,4134.0,0.85,0.71,3.0,165.0,3.0,0.0,0.0,marketing,low
30682,46346,46346,5121.0,0.69,0.98,4.0,226.0,2.0,0.0,0.0,hr,low
30683,46347,46347,4774.0,0.39,0.45,2.0,151.0,3.0,0.0,0.0,sales,low
30684,46351,46351,9709.0,0.16,0.83,4.0,269.0,4.0,0.0,0.0,sales,medium
30685,46352,46352,7807.0,0.97,0.76,4.0,241.0,3.0,0.0,0.0,technical,low
30686,46353,46353,4635.0,0.73,0.75,5.0,235.0,3.0,0.0,1.0,accounting,high
30687,46354,46354,3321.0,0.59,0.91,4.0,206.0,7.0,0.0,0.0,technical,medium
30688,46355,46355,7348.0,0.7,0.85,3.0,187.0,3.0,0.0,0.0,IT,medium
30689,46356,46356,7863.0,0.16,0.6,6.0,153.0,6.0,0.0,0.0,support,medium
30690,46357,46357,14318.0,0.82,0.78,5.0,153.0,4.0,0.0,0.0,IT,high
30691,46358,46358,5568.0,0.64,0.51,3.0,145.0,2.0,0.0,0.0,sales,high
30692,46359,46359,9462.0,0.62,0.47,3.0,153.0,3.0,0.0,0.0,product_mng,medium
30693,46360,46360,953.0,0.5,0.47,6.0,285.0,6.0,1.0,0.0,IT,low
30694,46362,46362,3852.0,0.71,0.72,3.0,254.0,10.0,0.0,0.0,sales,medium
30695,46364,46364,1233.0,0.67,0.79,3.0,189.0,4.0,0.0,0.0,sales,medium
30696,46365,46365,10869.0,0.36,0.53,2.0,172.0,3.0,0.0,0.0,sales,medium
30697,46366,46366,13259.0,0.66,0.43,3.0,162.0,4.0,1.0,0.0,sales,medium
30698,46368,46368,14489.0,0.8,0.81,3.0,228.0,2.0,1.0,0.0,marketing,low
30699,46371,46371,3953.0,0.16,0.87,4.0,261.0,3.0,0.0,0.0,marketing,low
30700,46373,46373,7790.0,0.77,0.81,5.0,138.0,3.0,0.0,0.0,RandD,low
30701,46374,46374,4794.0,0.37,0.46,2.0,153.0,3.0,0.0,0.0,technical,low
30702,46376,46376,4127.0,0.64,0.81,4.0,156.0,5.0,0.0,0.0,IT,medium
30703,46378,46378,12728.0,0.22,0.66,6.0,136.0,3.0,0.0,0.0,sales,low
30704,46379,46379,10190.0,0.59,0.49,3.0,237.0,3.0,0.0,0.0,technical,high
30705,46381,46381,10630.0,0.14,0.65,4.0,158.0,6.0,0.0,0.0,technical,medium
30706,46382,46382,9622.0,0.61,0.79,6.0,200.0,4.0,0.0,0.0,sales,medium
30707,46383,46383,8809.0,0.76,0.64,3.0,165.0,3.0,1.0,0.0,accounting,medium
30708,46384,46384,1355.0,0.16,0.94,7.0,276.0,4.0,0.0,0.0,accounting,low
30709,46385,46385,1264.0,0.64,0.73,2.0,140.0,2.0,0.0,0.0,sales,low
30710,46387,46387,4133.0,0.84,0.7,4.0,228.0,3.0,0.0,0.0,accounting,high
30711,46388,46388,1987.0,0.58,0.55,3.0,175.0,3.0,0.0,0.0,IT,medium
30712,46389,46389,9009.0,0.14,0.88,6.0,271.0,4.0,0.0,0.0,accounting,high
30713,46395,46395,8306.0,0.62,0.92,3.0,239.0,3.0,0.0,0.0,support,high
30714,46397,46397,3944.0,0.76,0.65,3.0,159.0,10.0,0.0,0.0,sales,medium
30715,46400,46400,5334.0,0.9,0.52,4.0,260.0,5.0,1.0,0.0,support,medium
30716,46401,46401,13554.0,0.76,0.48,2.0,254.0,3.0,0.0,0.0,marketing,medium
30717,46402,46402,8090.0,0.56,0.62,5.0,160.0,6.0,0.0,0.0,product_mng,low
30718,46404,46404,1472.0,0.65,0.63,4.0,272.0,5.0,0.0,0.0,IT,low
30719,46405,46405,1567.0,0.16,0.88,7.0,295.0,4.0,0.0,0.0,support,low
30720,46407,46407,3247.0,0.69,0.92,3.0,270.0,3.0,0.0,0.0,support,medium
30721,46409,46409,9835.0,0.6,0.7,3.0,168.0,3.0,0.0,0.0,RandD,medium
30722,46411,46411,13838.0,0.74,0.71,5.0,278.0,6.0,0.0,0.0,sales,low
30723,46412,46412,13377.0,0.6,0.82,3.0,254.0,10.0,0.0,0.0,management,high
30724,46413,46413,447.0,0.69,0.82,2.0,218.0,5.0,0.0,0.0,product_mng,low
30725,46414,46414,13759.0,0.1,0.99,7.0,258.0,4.0,0.0,0.0,sales,low
30726,46415,46415,10976.0,0.45,0.47,2.0,181.0,4.0,0.0,0.0,accounting,medium
30727,46417,46417,4655.0,0.61,0.87,3.0,244.0,4.0,0.0,0.0,sales,low
30728,46418,46418,14429.0,0.61,0.94,3.0,253.0,8.0,0.0,0.0,sales,high
30729,46419,46419,2457.0,0.36,0.47,2.0,137.0,3.0,0.0,0.0,accounting,low
30730,46421,46421,2931.0,0.12,0.74,6.0,202.0,4.0,0.0,0.0,sales,low
30731,46424,46424,9637.0,0.41,0.45,2.0,187.0,3.0,0.0,0.0,accounting,low
30732,46425,46425,14465.0,0.69,0.82,3.0,141.0,10.0,0.0,0.0,management,medium
30733,46426,46426,10945.0,0.41,0.74,2.0,163.0,8.0,0.0,0.0,technical,low
30734,46427,46427,11624.0,0.66,0.56,3.0,154.0,10.0,0.0,0.0,management,high
30735,46428,46428,8053.0,0.48,0.48,2.0,179.0,3.0,0.0,0.0,IT,medium
30736,46431,46431,13055.0,0.9,0.76,5.0,248.0,7.0,0.0,0.0,sales,medium
30737,46434,46434,8181.0,0.77,0.8,5.0,258.0,6.0,0.0,0.0,technical,medium
30738,46435,46435,5837.0,0.96,0.57,3.0,200.0,4.0,0.0,0.0,product_mng,medium
30739,46436,46436,14631.0,0.8,0.86,3.0,268.0,10.0,0.0,0.0,sales,medium
30740,46437,46437,2599.0,0.83,0.88,4.0,242.0,5.0,0.0,0.0,sales,low
30741,46441,46441,2517.0,0.71,0.47,4.0,206.0,5.0,0.0,0.0,sales,low
30742,46442,46442,14267.0,0.14,0.99,5.0,182.0,6.0,0.0,0.0,product_mng,medium
30743,46443,46443,1061.0,0.8,0.47,2.0,134.0,3.0,0.0,0.0,RandD,low
30744,46445,46445,959.0,0.87,0.92,4.0,283.0,3.0,0.0,0.0,technical,low
30745,46448,46448,1834.0,0.66,0.7,2.0,201.0,2.0,0.0,0.0,support,high
30746,46450,46450,13589.0,0.62,0.55,3.0,132.0,10.0,0.0,0.0,sales,medium
30747,46451,46451,3982.0,0.62,0.86,4.0,262.0,2.0,0.0,0.0,RandD,medium
30748,46453,46453,1658.0,0.68,0.51,3.0,162.0,3.0,0.0,0.0,marketing,low
30749,46456,46456,1384.0,0.71,0.46,2.0,164.0,8.0,1.0,0.0,marketing,low
30750,46457,46457,7440.0,0.63,0.55,3.0,157.0,3.0,0.0,0.0,hr,medium
30751,46459,46459,3333.0,0.61,0.53,5.0,151.0,2.0,0.0,0.0,sales,low
30752,46460,46460,10504.0,0.66,0.76,3.0,200.0,7.0,1.0,0.0,sales,medium
30753,46462,46462,8237.0,0.78,0.79,5.0,255.0,2.0,0.0,0.0,support,medium
30754,46464,46464,8157.0,0.74,0.82,4.0,192.0,3.0,0.0,0.0,sales,low
30755,46466,46466,13546.0,0.38,0.54,2.0,96.0,3.0,0.0,0.0,product_mng,medium
30756,46467,46467,4453.0,0.78,0.56,3.0,197.0,2.0,0.0,0.0,hr,medium
30757,46469,46469,13844.0,0.46,0.52,2.0,166.0,3.0,0.0,0.0,sales,low
30758,46471,46471,14241.0,0.8,0.75,3.0,242.0,3.0,0.0,1.0,accounting,medium
30759,46472,46472,8084.0,0.71,0.52,3.0,126.0,8.0,0.0,0.0,sales,low
30760,46474,46474,3464.0,0.68,0.47,4.0,179.0,5.0,1.0,0.0,support,medium
30761,46475,46475,11199.0,0.11,0.83,6.0,264.0,4.0,0.0,0.0,support,low
30762,46476,46476,13513.0,0.14,0.95,6.0,287.0,7.0,0.0,0.0,sales,low
30763,46477,46477,12026.0,0.6,0.76,3.0,223.0,8.0,1.0,0.0,management,low
30764,46478,46478,12428.0,0.62,0.72,3.0,153.0,2.0,0.0,0.0,IT,medium
30765,46480,46480,12669.0,0.73,0.8,3.0,201.0,2.0,0.0,1.0,sales,high
30766,46482,46482,7347.0,0.7,0.56,5.0,245.0,4.0,0.0,0.0,support,medium
30767,46483,46483,421.0,0.74,0.59,2.0,278.0,2.0,0.0,0.0,sales,medium
30768,46484,46484,2350.0,0.49,0.66,6.0,202.0,4.0,0.0,0.0,accounting,low
30769,46485,46485,1991.0,0.55,0.74,2.0,164.0,3.0,0.0,0.0,sales,low
30770,46486,46486,12108.0,0.09,0.79,6.0,291.0,4.0,0.0,0.0,technical,low
30771,46487,46487,250.0,0.82,0.9,5.0,291.0,5.0,0.0,1.0,sales,low
30772,46489,46489,9339.0,0.26,0.69,6.0,126.0,4.0,1.0,0.0,support,medium
30773,46490,46490,4559.0,0.75,0.51,5.0,268.0,5.0,0.0,0.0,sales,medium
30774,46491,46491,3789.0,0.75,0.89,6.0,198.0,6.0,0.0,0.0,support,low
30775,46493,46493,3248.0,0.59,0.75,3.0,110.0,4.0,1.0,0.0,accounting,medium
30776,46495,46495,1626.0,0.72,0.86,5.0,255.0,5.0,0.0,0.0,technical,low
30777,46496,46496,9925.0,0.91,0.65,3.0,200.0,2.0,0.0,0.0,hr,medium
30778,46497,46497,7571.0,0.61,0.85,3.0,237.0,3.0,0.0,0.0,IT,low
30779,46499,46499,643.0,0.1,0.71,5.0,291.0,5.0,0.0,0.0,support,low
30780,46500,46500,6914.0,0.55,0.63,4.0,168.0,2.0,0.0,0.0,sales,high
30781,46502,46502,6145.0,0.9,0.73,4.0,199.0,3.0,1.0,1.0,hr,medium
30782,46505,46505,14503.0,0.61,0.83,6.0,301.0,2.0,0.0,0.0,support,medium
30783,46507,46507,10457.0,0.92,0.61,4.0,155.0,2.0,1.0,0.0,sales,medium
30784,46508,46508,1263.0,0.43,0.52,4.0,160.0,3.0,0.0,0.0,support,low
30785,46510,46510,14810.0,0.67,0.52,3.0,141.0,3.0,0.0,0.0,hr,medium
30786,46513,46513,7750.0,0.28,0.46,2.0,143.0,3.0,0.0,0.0,marketing,low
30787,46515,46515,13344.0,0.42,0.46,4.0,128.0,7.0,0.0,0.0,management,medium
30788,46519,46519,9427.0,0.91,0.8,3.0,264.0,4.0,0.0,0.0,accounting,low
30789,46521,46521,1033.0,0.13,0.87,7.0,264.0,4.0,0.0,0.0,sales,low
30790,46522,46522,8402.0,0.68,0.81,4.0,201.0,2.0,0.0,0.0,sales,medium
30791,46524,46524,4673.0,0.42,0.49,2.0,166.0,5.0,0.0,0.0,marketing,medium
30792,46525,46525,12002.0,0.76,0.98,5.0,201.0,8.0,0.0,0.0,management,high
30793,46527,46527,4718.0,0.71,0.82,4.0,147.0,2.0,0.0,0.0,management,high
30794,46530,46530,13935.0,0.52,0.75,2.0,140.0,5.0,0.0,0.0,sales,low
30795,46531,46531,13756.0,0.13,0.83,6.0,241.0,4.0,0.0,0.0,IT,low
30796,46532,46532,11868.0,0.72,0.59,5.0,287.0,5.0,0.0,0.0,support,low
30797,46534,46534,10867.0,0.62,0.72,3.0,96.0,2.0,0.0,0.0,management,high
30798,46535,46535,13500.0,0.69,0.55,5.0,153.0,3.0,0.0,0.0,sales,low
30799,46536,46536,13130.0,0.72,0.84,7.0,284.0,4.0,0.0,0.0,support,medium
30800,46537,46537,3948.0,0.17,0.52,3.0,163.0,4.0,0.0,0.0,technical,low
30801,46538,46538,2318.0,0.77,0.97,5.0,293.0,3.0,1.0,0.0,product_mng,low
30802,46540,46540,2687.0,0.63,0.76,3.0,194.0,2.0,0.0,0.0,support,medium
30803,46541,46541,1327.0,0.11,0.88,7.0,282.0,4.0,0.0,0.0,accounting,medium
30804,46542,46542,3254.0,0.68,0.81,3.0,257.0,5.0,0.0,0.0,marketing,low
30805,46543,46543,2298.0,0.74,0.74,5.0,236.0,3.0,0.0,0.0,product_mng,high
30806,46544,46544,2886.0,0.14,0.86,6.0,310.0,4.0,0.0,0.0,support,high
30807,46546,46546,9816.0,0.8,0.8,4.0,259.0,2.0,0.0,0.0,technical,medium
30808,46547,46547,9453.0,0.47,0.52,2.0,174.0,3.0,0.0,0.0,IT,medium
30809,46548,46548,4466.0,0.46,0.58,3.0,172.0,2.0,0.0,0.0,support,low
30810,46549,46549,3701.0,0.93,0.97,3.0,201.0,4.0,0.0,0.0,support,medium
30811,46553,46553,13739.0,0.76,0.55,4.0,102.0,3.0,0.0,0.0,product_mng,low
30812,46554,46554,12966.0,0.18,0.36,6.0,103.0,4.0,0.0,0.0,support,low
30813,46555,46555,901.0,0.98,0.78,5.0,244.0,5.0,0.0,0.0,IT,medium
30814,46556,46556,3719.0,0.74,0.48,4.0,158.0,3.0,0.0,1.0,management,medium
30815,46557,46557,3953.0,0.49,0.43,2.0,143.0,2.0,1.0,0.0,product_mng,medium
30816,46558,46558,1679.0,0.61,0.43,2.0,144.0,5.0,1.0,0.0,marketing,low
30817,46563,46563,4258.0,0.95,0.48,3.0,156.0,3.0,1.0,0.0,hr,medium
30818,46565,46565,4415.0,0.42,0.43,2.0,142.0,3.0,0.0,0.0,marketing,low
30819,46566,46566,11452.0,0.73,0.48,2.0,150.0,3.0,0.0,0.0,technical,medium
30820,46569,46569,12298.0,0.27,0.85,2.0,268.0,5.0,0.0,0.0,accounting,low
30821,46570,46570,2229.0,0.67,0.76,2.0,140.0,3.0,0.0,0.0,IT,low
30822,46573,46573,14999.0,0.61,0.89,4.0,271.0,2.0,0.0,0.0,support,low
30823,46574,46574,5332.0,0.99,0.71,5.0,243.0,3.0,0.0,0.0,IT,medium
30824,46575,46575,3542.0,0.8,0.54,3.0,157.0,3.0,0.0,0.0,sales,high
30825,46578,46578,5497.0,0.67,0.79,3.0,178.0,2.0,0.0,0.0,RandD,medium
30826,46581,46581,5270.0,0.42,0.65,3.0,140.0,3.0,0.0,0.0,IT,medium
30827,46583,46583,3660.0,0.79,0.46,3.0,160.0,3.0,1.0,0.0,marketing,medium
30828,46584,46584,2284.0,0.23,0.42,6.0,254.0,4.0,0.0,0.0,sales,low
30829,46585,46585,8448.0,0.63,0.98,3.0,187.0,2.0,0.0,0.0,product_mng,high
30830,46587,46587,14354.0,0.4,0.53,2.0,142.0,3.0,0.0,0.0,IT,low
30831,46588,46588,5292.0,0.59,0.83,3.0,203.0,2.0,1.0,1.0,RandD,high
30832,46590,46590,4169.0,0.61,0.71,3.0,201.0,2.0,0.0,0.0,sales,low
30833,46591,46591,10171.0,0.67,0.87,4.0,251.0,3.0,0.0,0.0,sales,medium
30834,46592,46592,10193.0,0.61,0.6,4.0,271.0,6.0,0.0,0.0,technical,low
30835,46594,46594,9278.0,0.65,0.76,5.0,200.0,3.0,0.0,0.0,support,medium
30836,46596,46596,3501.0,0.8,0.72,3.0,134.0,3.0,0.0,0.0,support,low
30837,46599,46599,14990.0,0.65,0.71,3.0,140.0,10.0,0.0,0.0,sales,medium
30838,46600,46600,4278.0,0.63,0.63,3.0,144.0,3.0,0.0,0.0,hr,medium
30839,46602,46602,4544.0,0.68,0.76,5.0,265.0,6.0,0.0,0.0,RandD,low
30840,46603,46603,2191.0,0.79,0.89,4.0,227.0,2.0,0.0,0.0,technical,low
30841,46605,46605,14535.0,0.64,0.45,4.0,149.0,7.0,0.0,0.0,sales,medium
30842,46607,46607,11505.0,0.19,0.72,3.0,198.0,10.0,0.0,0.0,sales,low
30843,46608,46608,5144.0,0.74,0.5,3.0,205.0,4.0,1.0,0.0,technical,low
30844,46609,46609,7361.0,1.0,0.9,3.0,185.0,3.0,0.0,1.0,sales,low
30845,46610,46610,9751.0,0.7,0.53,4.0,190.0,5.0,1.0,0.0,sales,low
30846,46612,46612,732.0,0.18,0.99,5.0,260.0,5.0,0.0,0.0,sales,low
30847,46614,46614,4595.0,0.84,0.74,4.0,268.0,4.0,1.0,0.0,IT,high
30848,46617,46617,10838.0,0.21,0.64,6.0,188.0,3.0,0.0,0.0,sales,high
30849,46618,46618,9431.0,0.72,0.51,3.0,135.0,3.0,0.0,0.0,hr,medium
30850,46619,46619,14450.0,0.51,0.46,2.0,157.0,10.0,0.0,0.0,management,low
30851,46621,46621,8643.0,0.21,0.72,3.0,204.0,4.0,0.0,0.0,sales,medium
30852,46622,46622,3717.0,0.97,0.53,3.0,266.0,4.0,0.0,0.0,sales,medium
30853,46623,46623,12784.0,0.63,0.77,5.0,161.0,3.0,0.0,0.0,technical,high
30854,46624,46624,9576.0,0.65,0.84,4.0,203.0,3.0,0.0,0.0,sales,medium
30855,46625,46625,4374.0,0.74,0.48,2.0,106.0,6.0,1.0,0.0,IT,low
30856,46627,46627,906.0,0.11,0.87,7.0,267.0,4.0,0.0,0.0,accounting,low
30857,46629,46629,8285.0,0.11,0.97,7.0,265.0,8.0,0.0,0.0,sales,low
30858,46630,46630,2344.0,0.91,0.98,3.0,266.0,2.0,1.0,0.0,sales,low
30859,46633,46633,3791.0,0.09,0.87,6.0,282.0,4.0,0.0,0.0,support,high
30860,46634,46634,14036.0,0.86,0.66,4.0,259.0,5.0,0.0,0.0,sales,low
30861,46638,46638,1994.0,0.09,0.95,7.0,280.0,4.0,0.0,0.0,marketing,low
30862,46642,46642,7786.0,1.0,0.69,4.0,200.0,2.0,0.0,0.0,hr,low
30863,46643,46643,7312.0,0.72,0.49,5.0,149.0,5.0,0.0,0.0,technical,medium
30864,46645,46645,1162.0,0.11,0.88,6.0,271.0,4.0,0.0,0.0,product_mng,low
30865,46646,46646,7256.0,0.48,0.7,2.0,130.0,2.0,1.0,0.0,product_mng,low
30866,46649,46649,3233.0,0.35,0.47,4.0,255.0,3.0,0.0,0.0,RandD,medium
30867,46650,46650,7991.0,0.83,0.78,4.0,140.0,3.0,0.0,1.0,accounting,medium
30868,46651,46651,8430.0,0.6,0.7,3.0,182.0,4.0,0.0,0.0,IT,medium
30869,46652,46652,8176.0,0.14,0.94,3.0,229.0,4.0,0.0,0.0,technical,low
30870,46653,46653,4419.0,0.84,0.95,3.0,146.0,3.0,0.0,1.0,hr,low
30871,46654,46654,9236.0,0.71,0.71,3.0,171.0,3.0,0.0,0.0,hr,medium
30872,46655,46655,9889.0,0.82,0.58,5.0,194.0,3.0,0.0,0.0,product_mng,low
30873,46656,46656,9648.0,0.62,0.46,3.0,150.0,3.0,0.0,0.0,product_mng,low
30874,46657,46657,10345.0,0.64,0.72,3.0,197.0,4.0,0.0,0.0,product_mng,medium
30875,46658,46658,7846.0,0.67,0.89,5.0,198.0,2.0,1.0,0.0,hr,high
30876,46660,46660,11901.0,0.69,0.72,4.0,250.0,3.0,0.0,0.0,management,medium
30877,46666,46666,5427.0,0.14,0.88,3.0,169.0,4.0,0.0,0.0,hr,low
30878,46667,46667,11788.0,0.62,0.93,3.0,247.0,10.0,0.0,0.0,management,high
30879,46668,46668,3530.0,0.61,0.52,3.0,133.0,3.0,0.0,0.0,technical,low
30880,46670,46670,5154.0,0.73,0.89,3.0,245.0,3.0,0.0,1.0,accounting,medium
30881,46671,46671,3202.0,0.7,0.49,4.0,148.0,3.0,0.0,0.0,RandD,medium
30882,46674,46674,10509.0,0.9,0.69,3.0,132.0,3.0,0.0,0.0,sales,high
30883,46675,46675,1132.0,0.67,0.77,4.0,267.0,6.0,0.0,0.0,sales,medium
30884,46676,46676,5830.0,0.95,0.87,4.0,191.0,3.0,1.0,0.0,sales,medium
30885,46677,46677,2547.0,0.81,0.82,3.0,240.0,3.0,0.0,0.0,IT,low
30886,46679,46679,14444.0,0.75,0.97,4.0,197.0,4.0,0.0,0.0,sales,high
30887,46680,46680,8136.0,0.94,0.47,3.0,157.0,4.0,1.0,0.0,sales,medium
30888,46681,46681,8975.0,0.89,0.72,3.0,100.0,3.0,0.0,0.0,marketing,medium
30889,46682,46682,11708.0,0.72,0.74,3.0,161.0,2.0,0.0,1.0,RandD,low
30890,46685,46685,1317.0,0.12,0.8,6.0,280.0,4.0,0.0,0.0,IT,high
30891,46687,46687,617.0,0.13,0.91,7.0,286.0,4.0,0.0,0.0,sales,medium
30892,46688,46688,14604.0,0.63,0.68,3.0,252.0,3.0,0.0,1.0,accounting,medium
30893,46693,46693,10378.0,0.84,0.82,4.0,256.0,3.0,0.0,0.0,support,low
30894,46694,46694,980.0,0.67,0.72,2.0,159.0,3.0,0.0,0.0,sales,low
30895,46697,46697,3834.0,0.8,0.54,4.0,215.0,5.0,0.0,0.0,IT,medium
30896,46699,46699,11569.0,0.86,0.89,6.0,262.0,3.0,0.0,0.0,sales,low
30897,46701,46701,4123.0,0.91,0.56,4.0,252.0,2.0,1.0,1.0,sales,medium
30898,46702,46702,12365.0,0.49,0.89,3.0,148.0,3.0,0.0,0.0,sales,high
30899,46704,46704,4233.0,0.62,0.75,4.0,192.0,2.0,0.0,0.0,RandD,medium
30900,46705,46705,2622.0,0.46,0.56,2.0,138.0,3.0,0.0,1.0,sales,low
30901,46706,46706,5156.0,0.65,0.93,5.0,254.0,5.0,0.0,0.0,sales,low
30902,46707,46707,8551.0,0.71,0.71,3.0,195.0,10.0,0.0,0.0,IT,medium
30903,46709,46709,1374.0,0.51,0.73,4.0,142.0,3.0,0.0,0.0,sales,high
30904,46712,46712,7880.0,0.37,0.56,2.0,169.0,3.0,0.0,0.0,sales,medium
30905,46713,46713,1393.0,0.13,0.91,7.0,265.0,4.0,0.0,0.0,accounting,low
30906,46714,46714,1855.0,0.14,0.85,7.0,292.0,4.0,0.0,0.0,IT,low
30907,46716,46716,7960.0,0.8,0.87,4.0,199.0,5.0,0.0,0.0,sales,high
30908,46717,46717,7429.0,0.54,0.6,3.0,108.0,3.0,0.0,0.0,technical,high
30909,46718,46718,7366.0,0.59,0.49,4.0,150.0,3.0,0.0,0.0,product_mng,medium
30910,46719,46719,8705.0,0.8,0.84,3.0,190.0,3.0,0.0,0.0,technical,medium
30911,46720,46720,6032.0,0.73,0.68,5.0,262.0,5.0,0.0,0.0,marketing,low
30912,46723,46723,9384.0,0.94,0.88,3.0,257.0,3.0,0.0,0.0,marketing,low
30913,46726,46726,10676.0,0.93,0.64,3.0,130.0,2.0,0.0,0.0,sales,medium
30914,46727,46727,14122.0,0.79,0.43,3.0,238.0,4.0,0.0,0.0,marketing,high
30915,46728,46728,692.0,0.84,0.97,2.0,274.0,3.0,0.0,0.0,technical,medium
30916,46729,46729,8849.0,0.87,0.52,3.0,155.0,3.0,0.0,0.0,product_mng,low
30917,46731,46731,10769.0,0.36,0.65,5.0,281.0,3.0,0.0,0.0,IT,medium
30918,46732,46732,5812.0,0.72,0.66,5.0,196.0,6.0,0.0,0.0,sales,high
30919,46733,46733,4306.0,0.46,0.53,3.0,199.0,3.0,1.0,0.0,support,low
30920,46735,46735,3727.0,0.9,0.74,3.0,234.0,3.0,0.0,0.0,management,high
30921,46739,46739,7861.0,0.88,0.65,2.0,149.0,3.0,0.0,0.0,support,low
30922,46740,46740,4884.0,0.71,0.88,3.0,276.0,2.0,0.0,0.0,sales,low
30923,46741,46741,3752.0,0.18,0.48,3.0,197.0,6.0,1.0,0.0,accounting,low
30924,46742,46742,4124.0,0.91,0.87,3.0,258.0,2.0,0.0,0.0,support,medium
30925,46743,46743,12269.0,0.55,0.98,3.0,282.0,4.0,1.0,0.0,accounting,low
30926,46746,46746,12909.0,0.91,0.98,4.0,140.0,10.0,0.0,0.0,management,medium
30927,46747,46747,2980.0,0.6,0.72,3.0,246.0,4.0,0.0,0.0,technical,low
30928,46749,46749,6113.0,0.66,0.93,3.0,198.0,2.0,0.0,0.0,hr,medium
30929,46750,46750,8335.0,0.15,0.73,3.0,234.0,3.0,0.0,0.0,technical,low
30930,46751,46751,13962.0,0.61,0.63,5.0,141.0,7.0,0.0,0.0,sales,medium
30931,46752,46752,2440.0,0.78,1.0,4.0,234.0,2.0,0.0,0.0,sales,low
30932,46753,46753,633.0,0.13,0.92,5.0,284.0,5.0,0.0,0.0,IT,medium
30933,46754,46754,6627.0,0.13,0.79,3.0,247.0,4.0,0.0,0.0,marketing,low
30934,46755,46755,9270.0,0.6,0.72,5.0,201.0,3.0,0.0,0.0,technical,high
30935,46756,46756,12428.0,0.88,0.53,4.0,269.0,5.0,0.0,0.0,sales,low
30936,46757,46757,7864.0,0.83,0.76,5.0,241.0,5.0,0.0,0.0,sales,medium
30937,46758,46758,9303.0,0.61,0.56,3.0,167.0,3.0,0.0,0.0,sales,medium
30938,46759,46759,13998.0,0.61,0.62,2.0,104.0,10.0,0.0,0.0,accounting,low
30939,46761,46761,865.0,0.09,0.69,7.0,239.0,4.0,0.0,0.0,marketing,medium
30940,46762,46762,4385.0,0.72,0.6,3.0,177.0,4.0,0.0,0.0,accounting,medium
30941,46766,46766,14495.0,0.36,0.56,2.0,135.0,3.0,0.0,0.0,IT,low
30942,46770,46770,12358.0,0.84,0.79,3.0,204.0,2.0,0.0,1.0,management,high
30943,46771,46771,5701.0,0.42,0.52,2.0,248.0,3.0,0.0,0.0,product_mng,low
30944,46772,46772,11281.0,0.9,0.6,5.0,135.0,6.0,0.0,0.0,sales,medium
30945,46773,46773,2197.0,0.7,0.85,3.0,254.0,4.0,1.0,0.0,support,medium
30946,46774,46774,13480.0,0.67,0.49,4.0,187.0,3.0,0.0,0.0,RandD,low
30947,46775,46775,8092.0,0.83,0.75,4.0,203.0,3.0,1.0,0.0,product_mng,low
30948,46779,46779,8610.0,0.5,0.43,3.0,247.0,3.0,1.0,0.0,management,high
30949,46780,46780,11573.0,0.52,0.68,4.0,133.0,6.0,0.0,0.0,technical,medium
30950,46782,46782,1536.0,0.69,0.59,3.0,199.0,4.0,1.0,0.0,support,medium
30951,46783,46783,3238.0,0.76,0.77,5.0,258.0,3.0,0.0,0.0,RandD,low
