OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
897,0,21,2,0,0,0,1,0,0,2606,0,1,4,0,0,0,0,0,4,0,0,28,0,1,0,1,3,1,1,0,1
898,3,12,4,0,0,1,0,0,0,1592,3,3,3,0,0,0,0,0,2,0,0,35,0,0,1,1,2,1,0,1,1
899,3,15,2,0,0,1,0,0,0,2186,4,3,1,0,0,0,0,0,4,1,0,33,1,1,0,1,1,1,0,0,1
902,3,20,4,1,0,0,0,0,0,3485,4,1,2,1,0,0,0,0,4,1,0,44,0,0,1,2,2,1,1,0,1
903,3,36,4,0,1,0,0,0,0,10477,4,4,2,0,1,0,0,0,4,0,1,42,0,0,0,2,2,1,0,0,1
904,3,15,2,0,0,0,1,0,0,1386,4,2,4,0,0,1,0,0,2,1,0,40,0,1,0,1,2,1,1,0,1
905,3,24,2,0,0,0,1,0,0,1278,0,4,4,0,1,0,0,0,1,1,0,36,0,0,1,1,3,1,1,0,1
906,0,12,2,0,0,0,1,0,0,1107,0,2,2,0,1,0,0,0,2,1,0,20,0,1,0,1,3,2,1,0,1
907,0,21,2,1,0,0,0,0,0,3763,4,3,2,0,1,0,1,0,2,1,0,24,0,0,1,1,1,1,0,1,1
908,1,36,2,0,0,0,0,1,0,3711,4,2,2,0,0,1,0,0,2,0,0,27,0,0,1,1,2,1,0,0,1
909,3,15,3,0,1,0,0,0,0,3594,0,1,1,0,0,0,0,0,2,0,0,46,0,0,1,2,1,1,0,0,1
910,1,9,2,1,0,0,0,0,0,3195,4,2,1,0,0,0,0,0,2,1,0,33,0,0,1,1,1,1,0,0,1
911,3,36,3,0,0,0,1,0,0,4454,0,2,4,0,0,0,0,0,4,1,0,34,0,0,1,2,2,1,0,0,1
913,1,30,2,0,0,0,1,0,0,2991,4,4,2,0,0,0,0,0,4,0,0,25,0,0,1,1,2,1,0,0,1
914,3,11,2,0,0,0,0,0,1,2142,3,4,1,1,0,0,0,0,2,1,0,28,0,0,1,1,2,1,1,0,1
917,3,10,2,0,1,0,0,0,0,2848,1,2,1,0,1,0,1,0,2,1,0,32,0,0,1,1,2,2,0,0,1
921,3,18,4,0,0,1,0,0,0,1817,0,2,4,0,0,0,0,0,2,0,1,28,0,0,1,2,2,1,0,0,1
922,3,48,3,0,0,0,1,0,0,12749,2,3,4,0,1,0,0,0,1,0,0,37,0,0,1,1,3,1,1,0,1
924,1,12,2,1,0,0,0,0,0,2002,0,3,3,0,1,0,0,0,4,0,0,30,0,1,0,1,2,2,1,0,1
927,0,18,4,0,0,1,0,0,0,1049,0,1,4,0,0,0,0,0,4,0,0,21,0,1,0,1,2,1,0,0,1
929,3,30,2,0,0,0,1,0,0,1867,4,4,4,0,1,0,0,0,4,0,0,58,0,0,1,1,2,1,1,0,1
930,0,12,3,1,0,0,0,0,0,1344,0,2,4,0,1,0,0,0,2,1,0,43,0,0,1,2,1,2,0,0,1
931,0,24,2,0,0,1,0,0,0,1747,0,1,4,0,1,0,1,0,1,0,0,24,0,0,1,1,1,1,0,1,1
933,3,9,4,1,0,0,0,0,0,1224,0,2,3,0,1,0,0,0,1,1,0,30,0,0,1,2,2,1,0,0,1
934,3,12,4,0,0,0,1,0,0,522,2,4,4,0,1,0,0,0,4,0,0,42,0,0,1,2,2,2,1,0,1
935,0,12,2,0,0,0,1,0,0,1498,0,2,4,0,0,0,0,0,1,0,0,23,1,0,1,1,2,1,0,0,1
938,1,6,2,0,0,0,1,0,0,2063,0,1,4,0,0,1,0,0,3,0,0,30,0,1,0,1,3,1,1,0,1
940,3,24,4,0,1,0,0,0,0,6842,4,2,2,0,1,0,0,0,4,0,0,46,0,0,1,2,3,2,1,0,1
941,3,12,2,1,0,0,0,0,0,3527,4,1,2,0,1,0,0,0,3,0,0,45,0,0,1,1,3,2,1,0,1
942,3,10,2,1,0,0,0,0,0,1546,0,2,3,0,1,0,0,0,2,1,0,31,0,0,1,1,1,2,0,1,1
943,3,24,2,0,0,1,0,0,0,929,4,3,4,0,1,0,0,0,2,0,0,31,1,0,1,1,2,1,1,0,1
944,3,4,4,1,0,0,0,0,0,1455,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,3,1,2,0,0,1
945,0,15,2,0,0,1,0,0,0,1845,0,1,4,0,0,0,0,1,1,0,0,46,0,1,0,1,2,1,0,0,1
946,1,48,0,1,0,0,0,0,0,8358,2,1,1,0,0,0,0,0,1,0,0,30,0,0,1,2,2,1,0,0,1
948,3,12,2,1,0,0,0,0,0,2859,4,0,4,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0,1
951,1,18,4,0,0,0,0,0,1,3590,0,0,3,0,0,1,0,0,3,0,0,40,0,0,1,3,0,2,1,0,1
955,0,12,2,1,0,0,0,0,0,1893,0,2,4,0,0,0,0,1,4,0,0,29,0,0,1,1,2,1,1,0,1
956,0,24,4,0,0,0,1,0,0,1231,3,4,4,0,0,0,0,0,4,0,0,57,0,1,0,2,3,1,1,0,1
957,2,30,4,0,0,0,1,0,0,3656,4,4,4,0,1,0,0,0,4,0,0,49,1,0,1,2,1,1,0,0,1
958,1,9,4,0,0,0,1,0,0,1154,0,4,2,0,1,0,0,0,4,1,0,37,0,0,1,3,1,1,0,0,1
960,1,24,2,0,0,1,0,0,0,3069,1,4,4,0,1,0,0,0,4,0,1,30,0,0,0,1,2,1,0,0,1
961,3,6,4,0,0,0,1,0,0,1740,0,4,2,0,0,1,0,0,2,1,0,30,0,1,0,2,2,1,0,0,1
962,1,21,3,1,0,0,0,0,0,2353,0,2,1,1,0,0,0,0,4,0,0,47,0,0,1,2,2,1,0,0,1
963,3,15,2,1,0,0,0,0,0,3556,4,2,3,0,1,0,0,0,2,0,1,29,0,0,1,1,2,1,0,0,1
965,1,6,2,0,0,0,0,0,0,454,0,1,3,0,0,1,0,0,1,0,0,22,0,0,1,1,1,1,0,0,1
966,1,30,2,0,0,0,1,0,0,1715,4,2,4,0,0,0,0,0,1,0,0,26,0,0,1,1,2,1,0,0,1
968,3,15,2,0,0,0,1,0,0,3568,0,4,4,0,0,0,0,0,2,0,0,54,1,1,0,1,3,1,1,0,1
969,3,42,2,0,0,0,1,0,0,7166,4,3,2,0,0,1,0,0,4,0,0,29,0,1,0,1,2,1,1,0,1
970,0,11,4,1,0,0,0,0,0,3939,0,2,1,0,1,0,0,0,2,1,0,40,0,0,1,2,1,2,0,0,1
971,1,15,2,0,0,0,0,0,0,1514,1,2,4,0,1,0,0,1,2,1,0,22,0,0,1,1,2,1,0,0,1
972,3,24,2,1,0,0,0,0,0,7393,0,2,1,0,1,0,0,0,4,0,0,43,0,0,1,1,1,2,0,0,1
975,3,30,4,0,0,0,1,0,0,2831,0,2,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,1,0,1
976,2,24,2,0,0,0,1,0,0,1258,2,2,3,0,0,0,0,0,3,0,0,57,0,0,1,1,1,1,0,0,1
977,1,6,2,0,0,0,1,0,0,753,0,2,2,0,0,0,0,1,3,1,0,64,0,0,1,1,2,1,0,0,1
978,1,18,3,0,0,0,0,0,1,2427,4,4,4,0,1,0,0,0,2,0,0,42,0,0,1,2,2,1,0,0,1
983,2,21,2,1,0,0,0,0,0,2923,1,2,1,0,0,0,0,0,1,0,0,28,1,0,1,1,3,1,1,0,1
985,3,24,4,0,0,1,0,0,0,2028,0,3,2,0,1,0,0,0,2,0,0,30,0,0,1,2,1,1,0,0,1
986,0,15,4,0,0,1,0,0,0,1433,0,2,4,0,0,0,0,0,3,0,0,25,0,1,0,2,2,1,0,0,1
987,2,42,0,0,0,0,0,0,1,6289,0,1,2,1,0,0,0,0,1,0,0,33,0,0,1,2,2,1,0,0,1
988,3,13,2,0,0,0,1,0,0,1409,1,0,2,0,0,0,0,0,4,1,0,64,0,0,1,1,2,1,0,0,1
989,0,24,2,0,1,0,0,0,0,6579,0,0,4,0,1,0,0,0,2,0,1,29,0,0,0,1,3,1,1,0,1
990,1,24,4,0,0,0,1,0,0,1743,0,4,4,0,1,0,0,0,2,0,0,48,0,0,1,2,1,1,0,0,1
991,3,12,4,0,0,0,0,1,0,3565,4,1,2,0,1,0,0,0,1,0,0,37,0,0,1,2,1,2,0,0,1
992,3,15,1,0,0,0,1,0,0,1569,1,4,4,0,1,0,0,0,4,0,0,34,1,0,1,1,1,2,0,0,1
993,0,18,2,0,0,0,1,0,0,1936,4,3,2,0,0,1,0,0,4,0,0,23,0,1,0,2,1,1,0,0,1
994,0,36,2,0,0,1,0,0,0,3959,0,0,4,0,1,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0,1
995,3,12,2,1,0,0,0,0,0,2390,4,4,4,0,1,0,0,0,3,0,0,50,0,0,1,1,2,1,1,0,1
996,3,12,2,0,0,1,0,0,0,1736,0,3,3,0,0,0,0,0,4,1,0,31,0,0,1,1,1,1,0,0,1
997,0,30,2,0,1,0,0,0,0,3857,0,2,4,1,0,0,0,0,4,0,0,40,0,0,1,1,3,1,1,0,1
998,3,12,2,0,0,0,1,0,0,804,0,4,4,0,1,0,0,0,4,0,0,38,0,0,1,1,2,1,0,0,1
1000,1,45,4,0,1,0,0,0,0,4576,1,0,3,0,1,0,0,0,4,0,0,27,0,0,1,1,2,1,0,0,1
650843916,1,28,2,0,0,0,0,0,0,3729,0,2,4,0,1,0,0,0,2,0,1,19,1,0,1,2,3,1,0,0,0
319406247,0,19,4,1,0,0,0,0,1,11952,0,1,3,0,0,0,0,0,3,0,0,20,1,1,1,1,2,2,0,0,0
944875083,0,6,0,1,0,0,1,0,0,3839,1,2,3,0,1,0,0,0,2,1,0,23,0,0,1,1,2,2,1,0,0
397683624,1,9,2,1,0,0,0,0,1,4526,0,3,4,0,1,0,0,0,3,0,1,27,1,0,1,2,2,1,1,1,0
485638064,0,21,2,0,0,0,0,0,0,1888,0,0,1,0,1,0,0,0,4,0,0,46,1,0,1,1,2,1,1,0,0
400180369,0,13,2,0,0,0,1,0,0,3653,0,0,4,0,0,0,0,0,3,0,0,19,0,0,1,1,1,1,1,0,0
819248331,3,48,4,0,0,0,0,0,0,2832,0,1,4,0,0,0,0,0,3,0,0,39,0,0,1,1,2,2,1,0,0
78055802,0,14,0,0,0,0,0,1,0,3424,0,0,4,0,1,0,0,0,3,0,0,30,0,0,0,1,2,1,0,0,0
513484585,1,23,2,0,0,0,0,0,0,2471,0,3,4,0,0,0,0,0,3,0,0,38,1,0,1,1,2,1,0,0,0
76476041,0,23,3,1,0,0,1,0,0,4182,0,0,4,0,1,0,0,0,2,0,1,33,0,1,1,1,2,1,0,0,0
408299100,1,24,4,0,0,0,1,0,0,1966,0,2,4,0,0,0,0,0,3,1,1,23,0,0,0,1,2,1,0,0,0
62210488,0,16,0,1,0,0,0,0,0,18424,0,3,2,0,0,0,0,0,3,0,0,19,0,0,0,2,2,1,0,0,0
989259976,1,38,0,1,0,0,0,0,0,1535,1,2,3,1,1,0,0,0,3,0,0,22,1,1,1,2,2,1,1,0,0
189952399,3,15,2,1,0,0,0,0,0,8090,0,3,4,0,1,0,0,0,2,1,0,20,1,0,1,1,2,1,1,0,0
789401761,0,21,2,1,0,1,0,0,0,10244,0,4,2,0,0,0,0,0,1,0,1,74,0,0,1,1,2,1,0,0,0
668331046,3,14,3,0,0,0,1,0,0,2097,1,2,1,0,1,0,0,0,1,0,0,22,0,0,0,1,2,1,0,0,0
38380124,3,40,0,0,0,0,0,0,0,17136,0,4,4,0,0,0,0,0,4,1,1,49,0,0,1,1,2,1,0,0,0
486494273,3,19,3,0,1,0,0,0,0,3194,0,3,4,0,0,0,0,0,4,0,0,48,0,0,1,1,3,1,1,0,0
999270297,0,31,2,0,0,0,1,0,0,1567,0,4,4,0,0,0,0,0,2,0,0,19,1,0,1,1,3,1,1,0,0
350596595,0,15,2,0,0,0,0,0,0,4636,0,3,4,0,0,0,0,0,3,1,1,19,0,0,0,1,2,1,1,0,0
761015891,0,34,2,1,0,0,1,0,0,4199,0,1,3,0,0,1,0,0,2,1,1,33,1,0,0,1,2,1,0,0,0
645070015,1,55,2,1,0,0,1,1,0,7532,4,1,4,0,0,0,0,0,4,1,0,67,0,0,0,2,2,1,0,0,0
227883099,3,24,4,0,0,1,1,0,0,18424,0,2,4,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0,0
838164446,3,11,3,1,0,0,0,0,0,4112,0,3,2,0,0,0,0,0,2,0,0,36,0,0,1,1,3,1,0,0,0
745030340,1,6,4,0,0,0,0,0,0,7609,0,1,2,0,0,0,0,0,4,1,0,26,0,0,1,1,2,1,0,0,0
666019596,0,6,0,1,0,1,0,0,0,18424,0,2,4,0,1,0,0,0,2,0,0,23,0,0,1,1,2,1,1,1,0
109570167,3,19,3,0,0,0,0,0,0,2536,0,2,4,1,0,0,0,0,2,0,1,37,0,0,1,3,3,1,0,0,0
605506239,1,30,1,1,0,1,0,1,0,3801,0,1,2,0,0,0,0,0,3,0,0,61,1,1,0,1,2,1,1,0,0
711266885,1,19,2,0,0,0,0,0,0,3748,0,0,2,0,0,0,0,0,4,1,0,19,1,0,1,1,2,1,1,0,0
54611670,0,25,2,0,0,0,1,0,0,4109,0,1,2,0,1,1,0,0,4,0,1,41,0,0,0,2,2,1,1,0,0
974520708,1,44,2,0,0,1,1,0,0,3119,0,3,3,0,1,0,0,0,4,0,0,42,0,1,1,2,3,1,1,0,0
258193071,3,20,2,0,0,0,0,0,0,6859,1,0,4,0,0,0,0,0,3,1,0,19,1,0,0,2,2,1,0,0,0
519069150,1,45,2,0,0,1,0,0,0,4193,0,4,4,0,1,0,0,0,4,1,0,26,0,1,0,2,3,1,1,0,0
678462065,1,52,4,1,0,1,1,0,0,1748,1,0,4,0,1,0,0,0,1,0,0,46,0,0,1,1,3,1,1,0,0
9417912,0,33,2,0,0,1,0,0,0,10432,0,2,3,0,1,0,0,0,4,0,0,21,0,0,0,1,3,2,0,0,0
938807787,1,22,0,0,0,0,1,0,1,3563,0,1,3,0,1,0,0,0,2,0,1,22,0,0,1,4,3,1,1,0,0
383281551,3,8,2,1,0,0,0,0,0,6568,4,4,4,0,1,0,0,0,4,0,0,21,0,0,1,1,2,1,0,0,0
882073665,3,61,2,1,0,0,0,0,0,635,0,4,4,1,0,0,0,0,4,1,0,19,0,0,1,1,1,1,1,0,0
610063817,1,20,2,1,1,0,0,0,0,3307,0,3,3,0,1,0,0,0,4,0,0,57,0,0,0,1,2,1,0,0,0
927307145,0,28,2,1,0,1,0,0,0,4165,0,2,2,0,0,0,0,0,3,0,0,33,1,0,1,1,2,1,1,0,0
384210664,0,21,2,1,0,0,1,0,0,2890,0,4,3,0,1,0,0,0,3,0,0,46,1,1,1,1,2,1,0,0,0
409008361,0,34,2,0,0,1,0,0,0,2346,4,2,2,0,0,0,0,0,2,0,0,44,0,0,1,1,3,2,0,0,0
256112174,0,20,4,0,0,0,0,0,0,16256,0,1,4,0,0,1,0,0,4,0,0,39,1,0,1,1,2,1,0,0,0
699171967,1,42,2,1,0,0,1,0,0,1529,0,3,2,0,1,0,0,0,4,0,1,19,1,0,0,1,1,1,0,0,0
6200156,0,52,4,0,0,0,0,0,0,4160,0,4,4,0,1,0,0,0,4,0,1,49,1,0,1,1,2,1,1,0,0
901107147,0,21,4,1,0,1,0,0,0,3806,0,1,4,0,0,0,0,0,1,0,0,42,1,0,1,1,2,1,1,0,0
829457407,0,11,3,1,0,0,1,0,0,11523,0,0,1,0,0,0,0,0,4,1,1,19,0,0,1,1,2,1,0,0,0
539672528,0,18,3,1,0,0,0,0,0,4479,0,1,2,0,1,0,0,0,4,0,1,42,0,1,0,1,2,1,1,0,0
147947392,1,13,2,0,0,1,0,0,0,9803,0,1,2,0,1,0,0,0,3,1,0,55,1,0,0,1,2,1,0,0,0
435748029,1,24,4,0,0,1,0,0,0,5282,0,0,4,0,0,1,0,0,4,0,0,20,0,1,1,1,1,1,0,0,0
98735080,1,13,2,1,0,0,0,0,0,3136,0,0,2,0,1,0,0,0,2,0,0,31,1,0,0,2,2,1,0,0,0
687929248,3,22,2,1,0,0,0,0,0,4399,0,1,4,0,0,0,1,0,1,1,0,20,0,1,1,2,1,1,1,0,0
591824170,1,19,0,1,0,0,0,1,0,4317,4,3,4,0,0,0,1,0,1,0,0,19,0,0,0,1,2,1,0,0,0
418813809,1,10,3,0,1,0,1,0,1,3667,0,2,2,0,1,1,1,0,2,0,0,33,0,0,1,1,2,2,1,0,0
664669984,1,20,2,0,0,0,0,0,0,6106,0,2,2,0,0,0,0,0,4,0,0,24,0,0,1,1,2,1,1,0,0
471850186,3,19,0,0,0,1,1,0,0,14254,1,1,4,0,0,0,0,0,2,1,0,27,0,0,1,1,2,1,1,0,0
530718812,0,21,2,0,0,1,1,0,0,1550,0,2,4,0,1,0,0,0,4,0,0,21,0,0,0,2,3,1,0,0,0
373239605,3,31,2,0,1,1,1,0,0,3928,0,4,4,1,0,1,0,0,4,1,1,37,0,1,1,1,2,1,0,0,0
618796100,1,55,4,1,0,0,0,0,0,518,0,2,4,0,0,0,0,0,4,0,0,19,1,0,0,1,3,1,1,0,0
698821617,0,6,2,0,1,0,1,0,0,2664,0,4,2,0,1,0,0,0,2,1,1,27,0,0,0,1,2,1,1,0,0
15292190,0,16,1,0,0,0,0,0,0,2852,0,0,2,0,1,0,0,0,4,0,0,19,0,0,0,1,2,1,1,0,0
618453729,0,24,2,0,0,1,0,1,0,1994,0,4,2,0,0,0,1,0,2,0,0,21,0,0,1,1,1,1,1,0,0
950229988,1,19,3,1,0,0,0,0,0,3718,0,1,4,0,1,0,0,0,1,1,0,37,0,0,1,1,3,1,0,0,0
22585638,3,19,2,0,0,1,0,0,0,2705,1,1,4,0,1,0,0,0,4,1,0,28,1,1,0,1,2,1,1,0,0
36325588,3,37,2,0,0,1,1,0,0,16056,0,3,2,0,0,0,0,0,2,0,0,20,0,0,0,1,2,1,0,0,0
847812158,3,19,2,0,0,0,0,0,0,1859,4,4,3,0,1,0,0,0,2,1,0,19,1,0,1,2,2,2,0,0,0
189389453,1,16,1,0,0,0,0,0,1,3957,2,0,3,1,1,0,0,0,1,0,0,24,0,0,1,2,3,2,1,0,0
239193560,1,56,2,0,0,1,0,0,0,18424,4,2,3,0,1,0,0,0,4,0,1,31,0,0,1,1,1,1,1,0,0
656086140,3,9,4,1,0,1,0,0,0,18424,4,1,2,1,1,0,0,0,2,0,0,31,1,0,1,1,2,1,0,0,0
81325318,0,46,3,1,0,1,0,0,0,4652,0,3,3,0,1,0,1,0,1,0,0,74,1,0,0,1,2,1,0,0,0
276862067,1,39,4,0,0,0,0,0,0,2491,0,1,4,0,1,0,0,0,4,0,0,47,1,0,1,1,2,2,1,0,0
621109382,3,23,0,1,0,1,0,0,1,18424,2,1,3,0,0,0,0,0,4,0,0,19,1,0,0,1,2,1,1,0,0
673646464,3,18,3,1,0,0,0,0,0,4566,0,0,2,0,0,0,0,0,2,0,0,44,0,0,1,1,2,1,0,1,0
642931839,1,33,2,0,0,0,1,0,0,3393,0,3,4,0,0,0,0,0,2,0,0,19,0,0,0,1,1,1,0,0,0
966445628,0,6,2,0,0,0,0,0,0,4095,0,0,3,0,1,0,0,1,2,0,0,37,0,0,1,1,2,1,1,0,0
191839169,1,10,2,1,0,0,0,0,0,4590,0,3,4,0,1,0,1,0,4,1,0,30,0,0,0,1,1,1,1,0,0
504487413,1,21,2,0,0,0,0,0,0,10218,0,3,4,1,1,0,0,0,3,0,0,20,1,0,1,1,1,1,1,0,0
172822610,1,30,2,1,0,0,0,0,1,4400,0,2,1,0,0,0,0,0,4,0,0,19,0,0,0,1,2,1,0,0,0
243732531,1,6,2,0,0,0,1,0,0,2407,2,0,1,0,0,0,0,0,4,1,0,19,0,1,0,1,2,2,1,0,0
979077488,1,51,3,1,0,0,0,0,0,1338,0,2,1,0,0,0,0,0,2,1,0,20,0,1,1,1,2,1,1,0,0
444239372,0,7,2,1,0,0,1,0,0,2908,0,4,2,0,0,0,0,0,4,1,0,27,0,0,0,1,1,1,1,0,0
844644808,0,6,4,0,0,1,0,0,0,3312,1,3,1,0,0,0,0,0,2,0,0,50,1,0,1,1,2,1,0,0,0
300161329,0,20,2,0,0,0,0,0,0,3051,0,1,4,0,0,0,0,0,2,0,0,21,0,0,1,1,2,1,0,0,0
921566629,1,27,2,0,0,0,1,0,0,2218,0,1,2,0,0,0,0,0,4,0,0,22,0,0,0,2,2,2,0,0,0
731422022,3,12,4,0,0,0,0,0,0,4054,2,1,4,0,0,0,0,0,4,1,1,29,0,0,1,1,2,2,1,0,0
492077133,2,14,2,0,0,0,0,0,0,2433,0,1,2,0,0,0,0,0,4,1,0,23,1,1,1,1,2,1,0,0,0
464682756,1,7,3,1,0,0,0,0,0,1497,0,0,3,0,1,0,0,0,4,0,0,19,0,0,1,1,2,1,1,0,0
394638243,1,16,3,0,0,1,0,0,1,3751,3,3,2,0,0,0,0,0,4,0,1,62,0,0,1,1,3,1,0,0,0
581001473,0,16,2,0,0,0,0,0,0,2337,1,0,4,0,1,0,0,0,4,0,1,48,0,0,1,1,2,1,0,0,0
644861486,3,43,2,1,0,0,1,0,0,18424,0,4,2,0,1,0,0,0,4,1,0,19,0,0,1,2,3,1,1,0,0
656856073,0,7,2,0,0,1,1,0,1,3489,0,3,2,0,1,0,0,0,4,0,0,41,0,0,0,1,1,1,1,0,0
748957419,1,12,2,0,0,1,0,0,0,4204,0,0,2,0,0,0,0,0,4,1,0,19,0,0,1,2,1,1,0,0,0
408680038,1,11,2,0,0,1,1,0,0,3285,1,0,2,0,0,0,0,0,1,0,0,54,0,0,1,2,3,1,1,0,0
861007424,3,23,3,1,0,0,0,0,0,4194,0,2,4,0,1,0,0,0,2,0,0,44,0,0,0,1,2,1,1,0,0
693757736,3,72,4,0,0,1,0,0,0,4527,0,4,1,0,1,0,0,1,1,1,0,19,0,0,1,1,2,2,0,0,0
946727129,1,64,0,1,0,0,0,0,0,4176,0,1,2,1,1,1,0,0,1,0,0,26,1,0,0,1,2,1,0,0,0
316358304,0,7,2,1,0,0,0,0,0,3135,1,3,1,0,1,0,0,0,2,1,0,20,0,0,0,2,2,1,1,0,0
852808583,0,48,2,0,0,0,0,0,0,4490,4,2,4,0,1,0,0,0,4,1,0,37,0,1,1,1,2,1,1,0,0
896845654,1,7,0,0,0,0,0,0,0,18424,4,1,3,0,0,0,0,0,1,0,0,63,0,0,1,1,1,1,1,0,0
390622699,1,26,2,0,1,0,0,0,0,18424,0,2,2,0,0,0,0,0,4,0,0,32,0,0,1,1,3,1,0,0,0
198179328,0,25,2,0,0,1,0,0,0,1386,0,0,3,0,1,0,0,0,2,0,0,20,0,0,0,1,2,1,1,0,0
624981363,1,16,3,1,0,0,0,0,0,10589,0,1,2,0,0,0,0,0,4,0,1,21,0,0,0,2,2,1,0,0,0
68906743,3,14,2,0,0,0,0,0,0,14282,0,2,4,0,1,0,0,0,3,0,0,19,1,0,0,1,2,1,1,0,0
964653350,1,21,4,0,0,0,0,0,0,1887,0,1,3,0,0,0,0,0,2,0,0,22,0,0,1,3,2,1,1,0,0
115083725,1,47,4,1,0,0,0,0,0,4240,0,4,2,0,0,0,0,0,4,0,0,33,0,1,1,1,2,1,0,0,0
977054235,1,18,2,0,0,0,0,0,0,2530,0,3,2,0,0,0,0,0,2,0,0,55,0,0,0,1,2,2,0,0,0
963062302,3,62,3,1,0,1,0,0,0,15855,0,1,2,0,1,0,0,0,4,1,0,47,1,0,0,1,2,1,0,0,0
966708481,0,6,2,0,0,1,0,0,0,5719,0,1,4,0,0,0,0,0,4,1,1,30,0,1,1,1,3,2,1,0,0
108454080,0,20,2,1,0,0,0,0,0,2863,0,4,2,0,1,0,0,0,4,1,0,21,0,0,1,1,2,2,1,0,0
185057274,0,32,2,0,0,0,1,0,0,3796,0,4,4,0,1,0,0,0,2,0,0,27,1,1,0,1,3,1,1,0,0
885505153,0,14,0,0,0,1,0,0,0,2323,0,1,4,0,1,0,0,0,2,0,0,19,1,0,1,1,3,2,1,0,0
612580226,1,15,4,1,0,0,1,0,0,4124,0,2,3,0,1,0,0,0,4,0,1,35,1,0,1,1,3,1,0,0,0
873426003,1,51,3,1,0,0,0,0,0,3907,0,3,4,0,1,0,0,0,3,1,0,24,0,0,0,2,3,2,0,0,0
808543475,0,10,2,0,0,0,0,0,0,18424,0,2,2,0,1,0,0,0,4,0,0,48,0,0,0,1,2,2,0,0,0
913991145,0,11,3,0,0,1,1,0,0,11236,0,1,1,0,1,0,0,0,1,0,1,74,1,0,0,2,1,2,0,0,0
841030895,1,14,2,0,1,1,0,0,0,3910,4,4,4,0,1,1,0,1,4,0,0,19,0,0,1,1,2,1,0,0,0
635745268,3,13,2,0,0,0,0,0,0,4041,0,4,4,0,0,0,0,0,2,0,0,50,0,0,1,2,1,1,0,0,0
688117164,1,11,2,0,0,1,1,1,0,4331,1,3,4,0,1,0,0,0,3,0,0,31,0,0,1,1,2,1,1,1,0
655222258,3,22,2,0,0,0,0,0,0,5447,0,3,3,0,0,0,0,0,3,0,1,21,0,1,0,2,3,1,1,0,0
431185776,3,12,2,0,0,0,0,0,0,4033,0,3,4,0,0,0,0,0,4,0,1,22,1,0,1,1,2,2,1,0,0
176387490,0,6,3,1,0,1,0,0,1,18424,0,0,4,0,1,0,0,0,4,1,0,27,0,0,1,2,2,2,1,0,0
902088643,0,23,2,0,0,0,0,0,0,2558,0,2,3,0,1,0,0,0,2,0,0,36,0,0,1,2,2,1,0,0,0
845585375,0,17,2,1,0,0,1,0,0,18424,1,0,2,0,1,0,0,0,4,1,0,53,0,0,1,1,2,1,1,0,0
747958566,0,45,2,1,0,0,0,0,0,4811,0,2,2,0,1,0,0,0,4,0,0,23,0,0,1,1,3,1,1,0,0
243759596,0,8,4,1,0,0,0,0,0,16832,0,0,4,0,1,0,0,0,2,1,0,19,0,0,1,2,2,1,0,0,0
401167894,1,21,2,0,0,0,0,0,0,3023,0,3,1,0,1,0,0,0,1,0,0,19,1,1,0,1,3,1,1,0,0
828482356,1,21,0,0,0,0,0,0,0,3393,0,0,4,0,1,0,0,0,4,1,0,37,0,0,1,1,2,1,1,0,0
30673757,3,6,2,0,0,1,0,0,0,8037,0,1,2,0,1,0,0,0,2,0,0,20,0,0,1,1,2,1,1,0,0
2745824,3,72,2,1,0,0,0,0,0,3019,4,1,2,1,0,0,0,0,4,0,0,24,1,0,0,1,2,2,1,0,0
535563841,0,18,4,1,0,0,0,0,0,2929,0,0,4,0,1,0,0,0,3,0,0,74,0,0,1,1,2,1,1,0,0
373602222,3,10,2,0,0,0,0,0,0,3841,0,2,2,0,0,0,0,0,4,1,0,31,1,1,1,1,2,1,0,0,0
809051970,3,6,0,0,0,1,0,0,0,9712,0,1,2,0,0,0,0,0,2,0,1,40,0,0,1,2,2,1,0,0,0
976199101,0,27,4,1,0,1,1,0,0,3044,0,2,2,1,1,0,0,1,3,0,1,31,0,0,0,1,1,2,0,0,0
420736368,2,13,4,1,0,0,0,0,0,3718,0,0,4,0,1,0,0,0,4,0,0,27,0,0,0,1,1,1,1,0,0
94574558,0,13,2,1,0,0,0,0,0,4054,0,0,4,0,1,0,0,0,4,0,0,65,0,1,0,1,1,2,1,0,0
850144990,1,16,3,1,0,1,1,1,0,3339,2,1,4,0,0,0,0,0,1,1,0,27,0,0,1,2,2,2,1,0,0
